place_id,place_name,address,lat,lon,rating_place,reviewer,review_text,review_rating,review_date,review_likes,total_reviews_place,source,review_id,description,highlighted_description,avatar_title,rating,posted_at,ordered,liked_count,is_liked,is_review_owner,order_id,has_copy_order,content_last_modified_at,status,entity_type,edit_review_expiration_time,merchant_id,reviews_madeby_user,item_ratings,mex_reply,photos,should_display_see_translation,tags,avatar_url,_year,is_question,text_ml,text_bert,_year_src,token_count
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Tiffany Mayliana,"Menurutku, disini lah Mie ayam khas terreenaakkk di Purwokerto… Yang dateng kesini dari semua kalangan, muda sampai tua, dari yg naik motor sampai bermobil, ciri khas mienya lembut banget teksturnya dipadukan dengan sawi caisim yang super crunchy dan minyak bawangnya yang khas dan wangi banget bikin selera makan makin meningkat, harus banget pake sambelnya, makin nikmat deh.. Jualan dari jam 9 pagii tapi jam 2 siang aja biasanya udah habiss biss ludess saking ramenya.. Pasti selalu mampir kesini tiap mudik, sehat dan sukses selalu ya mas e..! 😍👍👍",5.0,2023-07-07T06:46:14.078Z,2.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,turut khas terreenaakkk dateng kesini kalang muda tua motor mobil ciri khas mienya lembut banget tekstur padu sawi caisim super crunchy minyak bawang khas wangi banget bikin selera makan tingkat banget pake sambelnya nikmat jual jam pagi tapi jam siang habiss biss ludess saking ramenya mampir kesini mudik sehat sukses mas,menurutku disini lah mie ayam khas terreenaakkk di purwokerto yang dateng kesini dari semua kalangan muda sampai tua dari yang naik motor sampai bermobil ciri khas mienya lembut banget teksturnya dipadukan dengan sawi caisim yang super crunchy dan minyak bawangnya yang khas dan wangi banget bikin selera makan makin meningkat harus banget pake sambelnya makin nikmat deh jualan dari jam 9 pagii tapi jam 2 siang aja biasanya sudah habiss biss ludess saking ramenya pasti selalu mampir kesini tiap mudik sehat dan sukses selalu ya mas e !,2023,51
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,agush hidayat,Pokomen enak nylekamin,5.0,2023-06-21T06:21:46.458Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,pokomen lezat nylekamin,pokomen lezat nylekamin,2023,3
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Puji Ngapak Official,"Mie ayamnya mantap, cuma sayang tempat duduk terbatas",5.0,2023-06-18T11:21:03.143Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,ayam bagus sayang duduk batas,mie ayamnya bagus cuma sayang tempat duduk terbatas,2023,5
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,iswari padma,"Recomended mie ayam dg harga 12000/porsi, sayangnya tempatnya yg kurang nyaman, tpini adalah ciri khasnya",5.0,2023-05-18T09:01:23.788Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,recomended harga porsi sayang tempat kurang nyaman tpini ciri khas,recomended mie ayam dengan harga 12000 porsi sayangnya tempatnya yang kurang nyaman tpini adalah ciri khasnya,2023,10
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Fauzaan Rofi,"Mie ayam ma minuman ok, pelayanan ok, tempat yang kurang ok tapi overall jadi tempat mie ayam paling favorit di PWT",5.0,2023-05-16T04:58:52.016Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,ma minum baik layan baik kurang baik tapi overall favorit pwt,mie ayam ma minuman baik pelayanan baik tempat yang kurang baik tapi overall jadi tempat mie ayam paling favorit di pwt,2023,11
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Jhony Favorites,Wuenaakk rekkk,5.0,2023-04-05T05:25:09.942Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,wuenaakk rekkk,wuenaakk rekkk,2023,2
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Saguh Yunianto,Tempat kurang nyaman...dan terbatas,3.0,2023-03-25T06:54:36.661Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,kurang nyaman batas,tempat kurang nyaman dan terbatas,2023,3
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Diah C Tiwi,Enakkkkk selalu sukaaa sejak dahuluuuu kalaaaaaaaaa,5.0,2023-03-15T03:31:09.569Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,lezat sukaaa dahuluu kalaa,lezat selalu sukaaa sejak dahuluu kalaa,2023,4
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Yunina Mulyo,Enak pasti dong...tempatnya aja yg kurang...tp ggp lah 🤣,5.0,2023-03-08T12:38:36.976Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,lezat tempat kurang tapi ggp,lezat pasti dong tempatnya aja yang kurang tapi ggp lah,2023,5
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Toto Kusdwiyanto,"Mie ayam solo pojok katerban, rasa lumayan",5.0,2023-03-02T12:38:14.611Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,solo pojok katerban lumayan,mie ayam solo pojok katerban rasa lumayan,2023,4
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Fha Ary,"Mienya enak😍
Wajib cobain yamien ajong ini
Ngantrinya kl rame kadang harus sabar tapi sesuai dgn ekspetasi enakk mienya jg g masalah 🤤",5.0,2025-04-23T05:23:12.384Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2025,False,mienya lezat wajib cobain yamien ajong ngantrinya rame kadang sabar tapi sesuai ekspetasi lezat mienya,mienya lezat wajib cobain yamien ajong ini ngantrinya kalau rame kadang harus sabar tapi sesuai dengan ekspetasi lezat mienya juga g masalah,2025,15
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Celine Catleya,"MUST TRY!!! pokoknya kalo ke pwt wajib mampir makan yamien ajong guys, worth it, enak bgtttt🤩 tipe yamien bandung yang rich bgt rasanya. jadi ga perlu jauh jauh ke bandung lagi buat makan yamien enak👊🏻🤩",5.0,2025-02-24T14:34:42.889Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2025,False,must try pokok pwt wajib mampir makan yamien ajong guys padan it lezat banget tipe yamien bandung rich banget tidak bandung makan yamien lezat,must try!!! pokoknya kalau ke pwt wajib mampir makan yamien ajong guys sepadan it lezat banget tipe yamien bandung yang rich banget rasanya jadi tidak perlu jauh jauh ke bandung lagi untuk makan yamien lezat,2025,24
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Yulianto Hoetomo,"mienya enak, kulit ayam crispy enak, pelayanan ramah dan menyenangkan",5.0,2025-01-20T03:10:13.682Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2025,False,mienya lezat kulit crispy lezat layan ramah senang,mienya lezat kulit ayam crispy lezat pelayanan ramah dan menyenangkan,2025,8
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Isma Kh,mie nya enakkk bangettt pelayananyaa SUPER RAMAHHHHH rekomenn bgtt buat d cobaa,5.0,2024-12-18T14:39:17.610Z,1.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2024,False,enakkk bangettt pelayananyaa super ramahh rekomenn banget cobaa,mie nya enakkk bangettt pelayananyaa super ramahh rekomenn banget untuk d cobaa,2024,8
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Nevio Octavianus w,"Wuenak!
Cuman porsinya dikit
Cuman okeh lah",5.0,2024-12-14T13:00:07.713Z,2.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2024,False,wuenak cuman porsi dikit cuman okeh,wuenak! cuman porsinya dikit cuman okeh lah,2024,6
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Veronika,NYAMMM ENAK BANGETTTT WEH.. MAKAN MIE AYAM DI PINGGIR JALAN. KENYANG JUGA UTK AK YG SUKA PORSI KULI 😋😘😍💕❤️🤗😚💗🤤💋😊,5.0,2024-11-22T13:07:13.441Z,1.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2024,False,nyammm lezat bangett weh makan pinggir jalan kenyang ak suka porsi kuli,nyammm lezat bangett weh makan mie ayam di pinggir jalan kenyang juga untuk ak yang suka porsi kuli,2024,12
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Rafa Amira,"Baru buka aja langsung banyak yg antriiiii😆
Next mau cobain yg varian manis😋",5.0,2024-09-22T23:56:01.756Z,1.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2024,False,buka langsung antri next cobain varian manis,baru buka aja langsung banyak yang antrii next mau cobain yang varian manis,2024,7
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Kulkas Terbang,"Letaknya di seberang Es Brasil. Buka sore-malem.

Sedia Yamin Asin/Manis, Mie Ayam Bumiayu, Mie Pedes model gacoan.

Mie juga bisa milih model tipis gepeng atau model bumiayu yang bulet dan kenyal.

Mie Yaminnya oke, enak. Tipis, gepeng, lembut. Porsinya lumayan banyak, baik itu mie, topping ayam ataupun sawi hijaunya.
Untuk Yamin manis, rasanya tebel, kental. Campur manis, gurih dan bumbu minyak bawangnya sangat terasa.

Rasanya rekomendded. Patut dicoba dan dinikmati.

Sebenarnya akan lebih maknyus jika mie yaminnya model² bangka dengan tambahan toge dan disediakan acar cabe. Saya yakin rasanya akam lebih mantab.

Selain itu, akan lebih bagus juga jika mangkoknya dari keramik ketimbang plastik. Selain nahan panas lebih lama juga lebih menyehatkan.

Bisa pesan pake pangsit atau tambah telor Lo.

Yamin (Rp.14.000) + Telur Lo (Rp. 6.000) => Juni 2024

Chefnya katanya jualan sampingan aja. Ngisi waktu malam.

Bisa beli mie mentahannya juga.

Parkir terbatas karena di pinggir jalan. Bisa make Seberang di es brasil kalo tokonya udah tutup.",5.0,2024-06-28T14:23:14.873Z,3.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2024,False,letak seberang es brasil buka sore malem sedia yamin asin manis bumiayu pedas model gaco milih model tipis gepeng model bumiayu bulet kenyal yaminnya baik lezat tipis gepeng lembut porsi lumayan baik topping sawi hijau yamin manis tebel kental campur manis gurih bumbu minyak bawang sangat rekomendded patut coba nikmat maknyus yaminnya model bangka tambah toge sedia acar cabe akam mantab bagus mangkok keramik ketimbang plastik nahan panas lama sehat pesan pake pangsit telor lo yamin rp telur lo rp juni chefnya jual samping ngisi malam beli mentah parkir batas pinggir jalan make seberang es brasil toko tutup,letaknya di seberang es brasil buka sore malem sedia yamin asin manis mie ayam bumiayu mie pedas model gacoan mie juga bisa milih model tipis gepeng atau model bumiayu yang bulet dan kenyal mie yaminnya baik lezat tipis gepeng lembut porsinya lumayan banyak baik itu mie topping ayam ataupun sawi hijaunya untuk yamin manis rasanya tebel kental campur manis gurih dan bumbu minyak bawangnya sangat terasa rasanya rekomendded patut dicoba dan dinikmati sebenarnya akan lebih maknyus jika mie yaminnya model² bangka dengan tambahan toge dan disediakan acar cabe saya yakin rasanya akam lebih mantab selain itu akan lebih bagus juga jika mangkoknya dari keramik ketimbang plastik selain nahan panas lebih lama juga lebih menyehatkan bisa pesan pake pangsit atau tambah telor lo yamin rp 14 000 telur lo rp 6 000 juni 2024 chefnya katanya jualan sampingan aja ngisi waktu malam bisa beli mie mentahannya juga parkir terbatas karena di pinggir jalan bisa make seberang di es brasil kalau tokonya sudah tutup,2024,98
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,hesti yunita,Lmyan enak sih..tapi sambelnya GK pedes. Rawit ijo GK pedes,5.0,2023-02-03T11:03:43.274Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,lmyan lezat tapi sambelnya tidak pedas rawit ijo tidak pedas,lmyan lezat sih tapi sambelnya tidak pedas rawit ijo tidak pedas,2023,10
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Thomas ESS AZKO,Dg tmpt trbatas tp rasa mie ayam mntap 👍,4.0,2023-01-22T02:04:25.879Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,tmpt trbatas tapi mntap,dengan tmpt trbatas tapi rasa mie ayam mntap,2023,4
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Thomas Xander,Wl dg tmpt yg trbatas tp rasa mie ayam & hrga ekonomis srta enak👍🤝,4.0,2023-01-19T04:55:04.896Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,wl tmpt trbatas tapi hrga ekonomis srta lezat,wl dengan tmpt yang trbatas tapi rasa mie ayam hrga ekonomis srta lezat,2023,8
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Thomas Alexander,Dg tmpt trbatas tp rasa mie ayam yg enak mntap 👍,4.0,2023-01-15T10:02:55.874Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2023,False,tmpt trbatas tapi lezat mntap,dengan tmpt trbatas tapi rasa mie ayam yang lezat mntap,2023,5
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Endri Gusman,Enak mantap harga bersahabat,5.0,2022-12-16T04:44:53.707Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2022,False,lezat bagus harga sahabat,lezat bagus harga bersahabat,2022,4
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,denta noviana,Setiap pulkam wajib makan mie ayam ni...,5.0,2022-03-26T04:41:55.552Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2022,False,pulkam wajib makan ni,setiap pulkam wajib makan mie ayam ni,2022,4
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Coldroom Wh,Enakk porsinya pas banget. Cuma kurang tempatnya aja. Harga 10k per porsi,5.0,2022-03-22T02:37:16.025Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2022,False,lezat porsi pas banget kurang tempat harga 10k porsi,lezat porsinya pas banget cuma kurang tempatnya aja harga 10k per porsi,2022,9
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Tofiq Hidayat,Mie ayam favoritku saat ini..enak terjangkau,5.0,2022-03-12T08:20:30.878Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2022,False,favorit lezat jangkau,mie ayam favoritku saat ini lezat terjangkau,2022,3
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Anjar Pramuditya,"Rasanya sama kaya mie ayam cito depan Smp Susteran.
Enak, murah porsi cukup.",5.0,2021-12-28T03:51:45.179Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,kaya cito smp suster lezat murah porsi,rasanya sama kaya mie ayam cito depan smp susteran lezat murah porsi cukup,2021,7
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Cahya Isnaini,"Selalu ramai tapi untuk makan di tempat, kursinya terbatas dan harus sabar untuk antri. Rasanya cukup enak, tipe mienya yang kecil.",4.0,2021-11-30T05:04:40.145Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,ramai tapi makan kursi batas sabar antri lezat tipe mienya,selalu ramai tapi untuk makan di tempat kursinya terbatas dan harus sabar untuk antri rasanya cukup lezat tipe mienya yang kecil,2021,10
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,gampang suprihadi,Enak,5.0,2021-11-29T15:34:07.846Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,lezat,lezat,2021,1
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,fathu r,Best,5.0,2021-10-21T23:47:54.098Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,best,best,2021,1
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,noviana bintang anggraeni,Enak😊☺,5.0,2021-07-31T07:49:18.906Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,lezat,lezat,2021,1
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Adit,"Terletak di Jalan Adhyaksa samping KPP Pratama Purwokerto. Harga mulai dr Rp 10rb. Untuk rasa tergantung yg makan, menurut sy sama seperti mie ayam biasa lainnya.",5.0,2021-01-27T04:32:12.606Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,letak jalan adhyaksa samping kpp pratama harga rp 10rb gantung makan,terletak di jalan adhyaksa samping kpp pratama purwokerto harga mulai dari rp 10rb untuk rasa tergantung yang makan menurut saya sama seperti mie ayam biasa lainnya,2021,11
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,bayu adi,murah enak n legend banged karena uda ada sejak gw masih sekolah,5.0,2021-01-22T21:35:54.400Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,murah lezat legend banged uda gw sekolah,murah lezat n legend banged karena uda ada sejak gw masih sekolah,2021,7
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Mr Babay,murah dan enak.... walaupun tempatnya cuma secuil tapi uda melegenda dan yg datang dr yg pake sandal jepit smp naik pajero rela antri buat makan mie ayam ini. moga tempatnya jgn smp digusur krn bisa buat nostalgia dari jaman sekolah smp sekarang uda punya krucil... 😁😁,5.0,2021-01-16T03:47:22.351Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2021,False,murah lezat walaupun tempat cuil tapi uda legenda pake sandal jepit smp pajero rela antri makan moga tempat jgn smp gusur nostalgia jaman sekolah smp uda krucil,murah dan lezat walaupun tempatnya cuma secuil tapi uda melegenda dan yang datang dari yang pake sandal jepit smp naik pajero rela antri untuk makan mie ayam ini moga tempatnya jgn smp digusur karena bisa untuk nostalgia dari jaman sekolah smp sekarang uda punya krucil,2021,27
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Fari Enfari,Wajib dikunjungi ketika pulang kampung,5.0,2020-12-26T11:11:45.480Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2020,False,wajib kunjung pulang kampung,wajib dikunjungi ketika pulang kampung,2020,4
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Abdul Aziz,Mie ayam kaki lima yang rasa resto sangat d minati tua dan muda,5.0,2020-11-14T08:30:31.903Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2020,False,kaki resto sangat minat tua muda,mie ayam kaki lima yang rasa resto sangat d minati tua dan muda,2020,6
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Dunia siJay,Terkenale mie ayam pajak.. enak tp tempat kurang nyaman,4.0,2020-10-18T11:17:38.380Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2020,False,terkenale pajak lezat tapi kurang nyaman,terkenale mie ayam pajak lezat tapi tempat kurang nyaman,2020,6
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Faisal Irfin,"Selalu ramai, sayang tempatnya kurang nyaman ga ada meja apalagi panas",4.0,2020-10-03T04:55:54.616Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,2020,False,ramai sayang tempat kurang nyaman tidak meja panas,selalu ramai sayang tempatnya kurang nyaman tidak ada meja apalagi panas,2020,8
